date_sk, full_date,day_since_2005 ,month_since_2005,day_of_week,calendar_month , calendar_year , calendar_year_month ,day_of_month , day_of_year , week_of_year_sunday , year_week_sunday , week_sunday_start , week_of_year_monday , year_week_monday , week_monday_start, holiday ,day_type ,quarter_of_year , quarter_since_2005
6897,1999-11-19,6897,227,Friday,November,1999,1999-Nov,19,323,46,1999-W46,1999-11-14,46,1999-W46,1999-11-15,Non-Holiday,Weekday,1999-Q4,76
6898,1999-11-20,6898,227,Saturday,November,1999,1999-Nov,20,324,46,1999-W46,1999-11-14,46,1999-W46,1999-11-15,Non-Holiday,Weekend,1999-Q4,76
6899,1999-11-21,6899,227,Sunday,November,1999,1999-Nov,21,325,47,1999-W47,1999-11-21,46,1999-W46,1999-11-15,Non-Holiday,Weekend,1999-Q4,76
6900,1999-11-22,6900,227,Monday,November,1999,1999-Nov,22,326,47,1999-W47,1999-11-21,47,1999-W47,1999-11-22,Non-Holiday,Weekday,1999-Q4,76
6901,1999-11-23,6901,227,Tuesday,November,1999,1999-Nov,23,327,47,1999-W47,1999-11-21,47,1999-W47,1999-11-22,Non-Holiday,Weekday,1999-Q4,76
6902,1999-11-24,6902,227,Wednesday,November,1999,1999-Nov,24,328,47,1999-W47,1999-11-21,47,1999-W47,1999-11-22,Non-Holiday,Weekday,1999-Q4,76
6903,1999-11-25,6903,227,Thursday,November,1999,1999-Nov,25,329,47,1999-W47,1999-11-21,47,1999-W47,1999-11-22,Non-Holiday,Weekday,1999-Q4,76
6904,1999-11-26,6904,227,Friday,November,1999,1999-Nov,26,330,47,1999-W47,1999-11-21,47,1999-W47,1999-11-22,Non-Holiday,Weekday,1999-Q4,76
6905,1999-11-27,6905,227,Saturday,November,1999,1999-Nov,27,331,47,1999-W47,1999-11-21,47,1999-W47,1999-11-22,Non-Holiday,Weekend,1999-Q4,76
6906,1999-11-28,6906,227,Sunday,November,1999,1999-Nov,28,332,48,1999-W48,1999-11-28,47,1999-W47,1999-11-22,Non-Holiday,Weekend,1999-Q4,76
6907,1999-11-29,6907,227,Monday,November,1999,1999-Nov,29,333,48,1999-W48,1999-11-28,48,1999-W48,1999-11-29,Non-Holiday,Weekday,1999-Q4,76
6908,1999-11-30,6908,227,Tuesday,November,1999,1999-Nov,30,334,48,1999-W48,1999-11-28,48,1999-W48,1999-11-29,Non-Holiday,Weekday,1999-Q4,76
6909,1999-12-01,6909,228,Wednesday,December,1999,1999-Dec,1,335,48,1999-W48,1999-11-28,48,1999-W48,1999-11-29,Non-Holiday,Weekday,1999-Q4,76
6910,1999-12-02,6910,228,Thursday,December,1999,1999-Dec,2,336,48,1999-W48,1999-11-28,48,1999-W48,1999-11-29,Non-Holiday,Weekday,1999-Q4,76
6911,1999-12-03,6911,228,Friday,December,1999,1999-Dec,3,337,48,1999-W48,1999-11-28,48,1999-W48,1999-11-29,Non-Holiday,Weekday,1999-Q4,76
6912,1999-12-04,6912,228,Saturday,December,1999,1999-Dec,4,338,48,1999-W48,1999-11-28,48,1999-W48,1999-11-29,Non-Holiday,Weekend,1999-Q4,76
6913,1999-12-05,6913,228,Sunday,December,1999,1999-Dec,5,339,49,1999-W49,1999-12-05,48,1999-W48,1999-11-29,Non-Holiday,Weekend,1999-Q4,76
6914,1999-12-06,6914,228,Monday,December,1999,1999-Dec,6,340,49,1999-W49,1999-12-05,49,1999-W49,1999-12-06,Non-Holiday,Weekday,1999-Q4,76
6915,1999-12-07,6915,228,Tuesday,December,1999,1999-Dec,7,341,49,1999-W49,1999-12-05,49,1999-W49,1999-12-06,Non-Holiday,Weekday,1999-Q4,76
6916,1999-12-08,6916,228,Wednesday,December,1999,1999-Dec,8,342,49,1999-W49,1999-12-05,49,1999-W49,1999-12-06,Non-Holiday,Weekday,1999-Q4,76
6917,1999-12-09,6917,228,Thursday,December,1999,1999-Dec,9,343,49,1999-W49,1999-12-05,49,1999-W49,1999-12-06,Non-Holiday,Weekday,1999-Q4,76
6918,1999-12-10,6918,228,Friday,December,1999,1999-Dec,10,344,49,1999-W49,1999-12-05,49,1999-W49,1999-12-06,Non-Holiday,Weekday,1999-Q4,76
6919,1999-12-11,6919,228,Saturday,December,1999,1999-Dec,11,345,49,1999-W49,1999-12-05,49,1999-W49,1999-12-06,Non-Holiday,Weekend,1999-Q4,76
6920,1999-12-12,6920,228,Sunday,December,1999,1999-Dec,12,346,50,1999-W50,1999-12-12,49,1999-W49,1999-12-06,Non-Holiday,Weekend,1999-Q4,76
6921,1999-12-13,6921,228,Monday,December,1999,1999-Dec,13,347,50,1999-W50,1999-12-12,50,1999-W50,1999-12-13,Non-Holiday,Weekday,1999-Q4,76
6922,1999-12-14,6922,228,Tuesday,December,1999,1999-Dec,14,348,50,1999-W50,1999-12-12,50,1999-W50,1999-12-13,Non-Holiday,Weekday,1999-Q4,76
6923,1999-12-15,6923,228,Wednesday,December,1999,1999-Dec,15,349,50,1999-W50,1999-12-12,50,1999-W50,1999-12-13,Non-Holiday,Weekday,1999-Q4,76
6924,1999-12-16,6924,228,Thursday,December,1999,1999-Dec,16,350,50,1999-W50,1999-12-12,50,1999-W50,1999-12-13,Non-Holiday,Weekday,1999-Q4,76
6925,1999-12-17,6925,228,Friday,December,1999,1999-Dec,17,351,50,1999-W50,1999-12-12,50,1999-W50,1999-12-13,Non-Holiday,Weekday,1999-Q4,76
6926,1999-12-18,6926,228,Saturday,December,1999,1999-Dec,18,352,50,1999-W50,1999-12-12,50,1999-W50,1999-12-13,Non-Holiday,Weekend,1999-Q4,76
6927,1999-12-19,6927,228,Sunday,December,1999,1999-Dec,19,353,51,1999-W51,1999-12-19,50,1999-W50,1999-12-13,Non-Holiday,Weekend,1999-Q4,76
6928,1999-12-20,6928,228,Monday,December,1999,1999-Dec,20,354,51,1999-W51,1999-12-19,51,1999-W51,1999-12-20,Non-Holiday,Weekday,1999-Q4,76
6929,1999-12-21,6929,228,Tuesday,December,1999,1999-Dec,21,355,51,1999-W51,1999-12-19,51,1999-W51,1999-12-20,Non-Holiday,Weekday,1999-Q4,76
6930,1999-12-22,6930,228,Wednesday,December,1999,1999-Dec,22,356,51,1999-W51,1999-12-19,51,1999-W51,1999-12-20,Non-Holiday,Weekday,1999-Q4,76
6931,1999-12-23,6931,228,Thursday,December,1999,1999-Dec,23,357,51,1999-W51,1999-12-19,51,1999-W51,1999-12-20,Non-Holiday,Weekday,1999-Q4,76
6932,1999-12-24,6932,228,Friday,December,1999,1999-Dec,24,358,51,1999-W51,1999-12-19,51,1999-W51,1999-12-20,Non-Holiday,Weekday,1999-Q4,76
6933,1999-12-25,6933,228,Saturday,December,1999,1999-Dec,25,359,51,1999-W51,1999-12-19,51,1999-W51,1999-12-20,Non-Holiday,Weekend,1999-Q4,76
6934,1999-12-26,6934,228,Sunday,December,1999,1999-Dec,26,360,52,1999-W52,1999-12-26,51,1999-W51,1999-12-20,Non-Holiday,Weekend,1999-Q4,76
6935,1999-12-27,6935,228,Monday,December,1999,1999-Dec,27,361,52,1999-W52,1999-12-26,52,1999-W52,1999-12-27,Non-Holiday,Weekday,1999-Q4,76
6936,1999-12-28,6936,228,Tuesday,December,1999,1999-Dec,28,362,52,1999-W52,1999-12-26,52,1999-W52,1999-12-27,Non-Holiday,Weekday,1999-Q4,76
6937,1999-12-29,6937,228,Wednesday,December,1999,1999-Dec,29,363,52,1999-W52,1999-12-26,52,1999-W52,1999-12-27,Non-Holiday,Weekday,1999-Q4,76
6938,1999-12-30,6938,228,Thursday,December,1999,1999-Dec,30,364,52,1999-W52,1999-12-26,52,1999-W52,1999-12-27,Non-Holiday,Weekday,1999-Q4,76
6939,1999-12-31,6939,228,Friday,December,1999,1999-Dec,31,365,52,1999-W52,1999-12-26,52,1999-W52,1999-12-27,Non-Holiday,Weekday,1999-Q4,76
6940,2000-01-01,6940,229,Saturday,January,2000,2000-Jan,1,1,52,1999-W52,1999-12-26,52,1999-W52,1999-12-27,Non-Holiday,Weekend,2000-Q1,77
6941,2000-01-02,6941,229,Sunday,January,2000,2000-Jan,2,2,1,2000-W01,2000-01-02,52,1999-W52,1999-12-27,Non-Holiday,Weekend,2000-Q1,77
6942,2000-01-03,6942,229,Monday,January,2000,2000-Jan,3,3,1,2000-W01,2000-01-02,1,2000-W01,2000-01-03,Non-Holiday,Weekday,2000-Q1,77
6943,2000-01-04,6943,229,Tuesday,January,2000,2000-Jan,4,4,1,2000-W01,2000-01-02,1,2000-W01,2000-01-03,Non-Holiday,Weekday,2000-Q1,77
6944,2000-01-05,6944,229,Wednesday,January,2000,2000-Jan,5,5,1,2000-W01,2000-01-02,1,2000-W01,2000-01-03,Non-Holiday,Weekday,2000-Q1,77
6945,2000-01-06,6945,229,Thursday,January,2000,2000-Jan,6,6,1,2000-W01,2000-01-02,1,2000-W01,2000-01-03,Non-Holiday,Weekday,2000-Q1,77
6946,2000-01-07,6946,229,Friday,January,2000,2000-Jan,7,7,1,2000-W01,2000-01-02,1,2000-W01,2000-01-03,Non-Holiday,Weekday,2000-Q1,77
6947,2000-01-08,6947,229,Saturday,January,2000,2000-Jan,8,8,1,2000-W01,2000-01-02,1,2000-W01,2000-01-03,Non-Holiday,Weekend,2000-Q1,77
6948,2000-01-09,6948,229,Sunday,January,2000,2000-Jan,9,9,2,2000-W02,2000-01-09,1,2000-W01,2000-01-03,Non-Holiday,Weekend,2000-Q1,77
6949,2000-01-10,6949,229,Monday,January,2000,2000-Jan,10,10,2,2000-W02,2000-01-09,2,2000-W02,2000-01-10,Non-Holiday,Weekday,2000-Q1,77
6950,2000-01-11,6950,229,Tuesday,January,2000,2000-Jan,11,11,2,2000-W02,2000-01-09,2,2000-W02,2000-01-10,Non-Holiday,Weekday,2000-Q1,77
6951,2000-01-12,6951,229,Wednesday,January,2000,2000-Jan,12,12,2,2000-W02,2000-01-09,2,2000-W02,2000-01-10,Non-Holiday,Weekday,2000-Q1,77
6952,2000-01-13,6952,229,Thursday,January,2000,2000-Jan,13,13,2,2000-W02,2000-01-09,2,2000-W02,2000-01-10,Non-Holiday,Weekday,2000-Q1,77
6953,2000-01-14,6953,229,Friday,January,2000,2000-Jan,14,14,2,2000-W02,2000-01-09,2,2000-W02,2000-01-10,Non-Holiday,Weekday,2000-Q1,77
6954,2000-01-15,6954,229,Saturday,January,2000,2000-Jan,15,15,2,2000-W02,2000-01-09,2,2000-W02,2000-01-10,Non-Holiday,Weekend,2000-Q1,77
6955,2000-01-16,6955,229,Sunday,January,2000,2000-Jan,16,16,3,2000-W03,2000-01-16,2,2000-W02,2000-01-10,Non-Holiday,Weekend,2000-Q1,77
6956,2000-01-17,6956,229,Monday,January,2000,2000-Jan,17,17,3,2000-W03,2000-01-16,3,2000-W03,2000-01-17,Non-Holiday,Weekday,2000-Q1,77
6957,2000-01-18,6957,229,Tuesday,January,2000,2000-Jan,18,18,3,2000-W03,2000-01-16,3,2000-W03,2000-01-17,Non-Holiday,Weekday,2000-Q1,77
6958,2000-01-19,6958,229,Wednesday,January,2000,2000-Jan,19,19,3,2000-W03,2000-01-16,3,2000-W03,2000-01-17,Non-Holiday,Weekday,2000-Q1,77
6959,2000-01-20,6959,229,Thursday,January,2000,2000-Jan,20,20,3,2000-W03,2000-01-16,3,2000-W03,2000-01-17,Non-Holiday,Weekday,2000-Q1,77
6960,2000-01-21,6960,229,Friday,January,2000,2000-Jan,21,21,3,2000-W03,2000-01-16,3,2000-W03,2000-01-17,Non-Holiday,Weekday,2000-Q1,77
6961,2000-01-22,6961,229,Saturday,January,2000,2000-Jan,22,22,3,2000-W03,2000-01-16,3,2000-W03,2000-01-17,Non-Holiday,Weekend,2000-Q1,77
6962,2000-01-23,6962,229,Sunday,January,2000,2000-Jan,23,23,4,2000-W04,2000-01-23,3,2000-W03,2000-01-17,Non-Holiday,Weekend,2000-Q1,77
6963,2000-01-24,6963,229,Monday,January,2000,2000-Jan,24,24,4,2000-W04,2000-01-23,4,2000-W04,2000-01-24,Non-Holiday,Weekday,2000-Q1,77
6964,2000-01-25,6964,229,Tuesday,January,2000,2000-Jan,25,25,4,2000-W04,2000-01-23,4,2000-W04,2000-01-24,Non-Holiday,Weekday,2000-Q1,77
6965,2000-01-26,6965,229,Wednesday,January,2000,2000-Jan,26,26,4,2000-W04,2000-01-23,4,2000-W04,2000-01-24,Non-Holiday,Weekday,2000-Q1,77
6966,2000-01-27,6966,229,Thursday,January,2000,2000-Jan,27,27,4,2000-W04,2000-01-23,4,2000-W04,2000-01-24,Non-Holiday,Weekday,2000-Q1,77
6967,2000-01-28,6967,229,Friday,January,2000,2000-Jan,28,28,4,2000-W04,2000-01-23,4,2000-W04,2000-01-24,Non-Holiday,Weekday,2000-Q1,77
6968,2000-01-29,6968,229,Saturday,January,2000,2000-Jan,29,29,4,2000-W04,2000-01-23,4,2000-W04,2000-01-24,Non-Holiday,Weekend,2000-Q1,77
6969,2000-01-30,6969,229,Sunday,January,2000,2000-Jan,30,30,5,2000-W05,2000-01-30,4,2000-W04,2000-01-24,Non-Holiday,Weekend,2000-Q1,77
6970,2000-01-31,6970,229,Monday,January,2000,2000-Jan,31,31,5,2000-W05,2000-01-30,5,2000-W05,2000-01-31,Non-Holiday,Weekday,2000-Q1,77
6971,2000-02-01,6971,230,Tuesday,February,2000,2000-Feb,1,32,5,2000-W05,2000-01-30,5,2000-W05,2000-01-31,Non-Holiday,Weekday,2000-Q1,77
6972,2000-02-02,6972,230,Wednesday,February,2000,2000-Feb,2,33,5,2000-W05,2000-01-30,5,2000-W05,2000-01-31,Non-Holiday,Weekday,2000-Q1,77
6973,2000-02-03,6973,230,Thursday,February,2000,2000-Feb,3,34,5,2000-W05,2000-01-30,5,2000-W05,2000-01-31,Non-Holiday,Weekday,2000-Q1,77
6974,2000-02-04,6974,230,Friday,February,2000,2000-Feb,4,35,5,2000-W05,2000-01-30,5,2000-W05,2000-01-31,Non-Holiday,Weekday,2000-Q1,77
6975,2000-02-05,6975,230,Saturday,February,2000,2000-Feb,5,36,5,2000-W05,2000-01-30,5,2000-W05,2000-01-31,Non-Holiday,Weekend,2000-Q1,77
6976,2000-02-06,6976,230,Sunday,February,2000,2000-Feb,6,37,6,2000-W06,2000-02-06,5,2000-W05,2000-01-31,Non-Holiday,Weekend,2000-Q1,77
6977,2000-02-07,6977,230,Monday,February,2000,2000-Feb,7,38,6,2000-W06,2000-02-06,6,2000-W06,2000-02-07,Non-Holiday,Weekday,2000-Q1,77
6978,2000-02-08,6978,230,Tuesday,February,2000,2000-Feb,8,39,6,2000-W06,2000-02-06,6,2000-W06,2000-02-07,Non-Holiday,Weekday,2000-Q1,77
6979,2000-02-09,6979,230,Wednesday,February,2000,2000-Feb,9,40,6,2000-W06,2000-02-06,6,2000-W06,2000-02-07,Non-Holiday,Weekday,2000-Q1,77
6980,2000-02-10,6980,230,Thursday,February,2000,2000-Feb,10,41,6,2000-W06,2000-02-06,6,2000-W06,2000-02-07,Non-Holiday,Weekday,2000-Q1,77
6981,2000-02-11,6981,230,Friday,February,2000,2000-Feb,11,42,6,2000-W06,2000-02-06,6,2000-W06,2000-02-07,Non-Holiday,Weekday,2000-Q1,77
6982,2000-02-12,6982,230,Saturday,February,2000,2000-Feb,12,43,6,2000-W06,2000-02-06,6,2000-W06,2000-02-07,Non-Holiday,Weekend,2000-Q1,77
6983,2000-02-13,6983,230,Sunday,February,2000,2000-Feb,13,44,7,2000-W07,2000-02-13,6,2000-W06,2000-02-07,Non-Holiday,Weekend,2000-Q1,77
6984,2000-02-14,6984,230,Monday,February,2000,2000-Feb,14,45,7,2000-W07,2000-02-13,7,2000-W07,2000-02-14,Non-Holiday,Weekday,2000-Q1,77
6985,2000-02-15,6985,230,Tuesday,February,2000,2000-Feb,15,46,7,2000-W07,2000-02-13,7,2000-W07,2000-02-14,Non-Holiday,Weekday,2000-Q1,77
6986,2000-02-16,6986,230,Wednesday,February,2000,2000-Feb,16,47,7,2000-W07,2000-02-13,7,2000-W07,2000-02-14,Non-Holiday,Weekday,2000-Q1,77
6987,2000-02-17,6987,230,Thursday,February,2000,2000-Feb,17,48,7,2000-W07,2000-02-13,7,2000-W07,2000-02-14,Non-Holiday,Weekday,2000-Q1,77
6988,2000-02-18,6988,230,Friday,February,2000,2000-Feb,18,49,7,2000-W07,2000-02-13,7,2000-W07,2000-02-14,Non-Holiday,Weekday,2000-Q1,77
6989,2000-02-19,6989,230,Saturday,February,2000,2000-Feb,19,50,7,2000-W07,2000-02-13,7,2000-W07,2000-02-14,Non-Holiday,Weekend,2000-Q1,77
6990,2000-02-20,6990,230,Sunday,February,2000,2000-Feb,20,51,8,2000-W08,2000-02-20,7,2000-W07,2000-02-14,Non-Holiday,Weekend,2000-Q1,77
6991,2000-02-21,6991,230,Monday,February,2000,2000-Feb,21,52,8,2000-W08,2000-02-20,8,2000-W08,2000-02-21,Non-Holiday,Weekday,2000-Q1,77
6992,2000-02-22,6992,230,Tuesday,February,2000,2000-Feb,22,53,8,2000-W08,2000-02-20,8,2000-W08,2000-02-21,Non-Holiday,Weekday,2000-Q1,77
6993,2000-02-23,6993,230,Wednesday,February,2000,2000-Feb,23,54,8,2000-W08,2000-02-20,8,2000-W08,2000-02-21,Non-Holiday,Weekday,2000-Q1,77
6994,2000-02-24,6994,230,Thursday,February,2000,2000-Feb,24,55,8,2000-W08,2000-02-20,8,2000-W08,2000-02-21,Non-Holiday,Weekday,2000-Q1,77
6995,2000-02-25,6995,230,Friday,February,2000,2000-Feb,25,56,8,2000-W08,2000-02-20,8,2000-W08,2000-02-21,Non-Holiday,Weekday,2000-Q1,77
6996,2000-02-26,6996,230,Saturday,February,2000,2000-Feb,26,57,8,2000-W08,2000-02-20,8,2000-W08,2000-02-21,Non-Holiday,Weekend,2000-Q1,77
6997,2000-02-27,6997,230,Sunday,February,2000,2000-Feb,27,58,9,2000-W09,2000-02-27,8,2000-W08,2000-02-21,Non-Holiday,Weekend,2000-Q1,77
6998,2000-02-28,6998,230,Monday,February,2000,2000-Feb,28,59,9,2000-W09,2000-02-27,9,2000-W09,2000-02-28,Non-Holiday,Weekday,2000-Q1,77
6999,2000-02-29,6999,230,Tuesday,February,2000,2000-Feb,29,60,9,2000-W09,2000-02-27,9,2000-W09,2000-02-28,Non-Holiday,Weekday,2000-Q1,77
7000,2000-03-01,7000,231,Wednesday,March,2000,2000-Mar,1,61,9,2000-W09,2000-02-27,9,2000-W09,2000-02-28,Non-Holiday,Weekday,2000-Q1,77
7001,2000-03-02,7001,231,Thursday,March,2000,2000-Mar,2,62,9,2000-W09,2000-02-27,9,2000-W09,2000-02-28,Non-Holiday,Weekday,2000-Q1,77
7002,2000-03-03,7002,231,Friday,March,2000,2000-Mar,3,63,9,2000-W09,2000-02-27,9,2000-W09,2000-02-28,Non-Holiday,Weekday,2000-Q1,77
7003,2000-03-04,7003,231,Saturday,March,2000,2000-Mar,4,64,9,2000-W09,2000-02-27,9,2000-W09,2000-02-28,Non-Holiday,Weekend,2000-Q1,77
7004,2000-03-05,7004,231,Sunday,March,2000,2000-Mar,5,65,10,2000-W10,2000-03-05,9,2000-W09,2000-02-28,Non-Holiday,Weekend,2000-Q1,77
7005,2000-03-06,7005,231,Monday,March,2000,2000-Mar,6,66,10,2000-W10,2000-03-05,10,2000-W10,2000-03-06,Non-Holiday,Weekday,2000-Q1,77
7006,2000-03-07,7006,231,Tuesday,March,2000,2000-Mar,7,67,10,2000-W10,2000-03-05,10,2000-W10,2000-03-06,Non-Holiday,Weekday,2000-Q1,77
7007,2000-03-08,7007,231,Wednesday,March,2000,2000-Mar,8,68,10,2000-W10,2000-03-05,10,2000-W10,2000-03-06,Non-Holiday,Weekday,2000-Q1,77
7008,2000-03-09,7008,231,Thursday,March,2000,2000-Mar,9,69,10,2000-W10,2000-03-05,10,2000-W10,2000-03-06,Non-Holiday,Weekday,2000-Q1,77
7009,2000-03-10,7009,231,Friday,March,2000,2000-Mar,10,70,10,2000-W10,2000-03-05,10,2000-W10,2000-03-06,Non-Holiday,Weekday,2000-Q1,77
7010,2000-03-11,7010,231,Saturday,March,2000,2000-Mar,11,71,10,2000-W10,2000-03-05,10,2000-W10,2000-03-06,Non-Holiday,Weekend,2000-Q1,77
7011,2000-03-12,7011,231,Sunday,March,2000,2000-Mar,12,72,11,2000-W11,2000-03-12,10,2000-W10,2000-03-06,Non-Holiday,Weekend,2000-Q1,77
7012,2000-03-13,7012,231,Monday,March,2000,2000-Mar,13,73,11,2000-W11,2000-03-12,11,2000-W11,2000-03-13,Non-Holiday,Weekday,2000-Q1,77
7013,2000-03-14,7013,231,Tuesday,March,2000,2000-Mar,14,74,11,2000-W11,2000-03-12,11,2000-W11,2000-03-13,Non-Holiday,Weekday,2000-Q1,77
7014,2000-03-15,7014,231,Wednesday,March,2000,2000-Mar,15,75,11,2000-W11,2000-03-12,11,2000-W11,2000-03-13,Non-Holiday,Weekday,2000-Q1,77
7015,2000-03-16,7015,231,Thursday,March,2000,2000-Mar,16,76,11,2000-W11,2000-03-12,11,2000-W11,2000-03-13,Non-Holiday,Weekday,2000-Q1,77
7016,2000-03-17,7016,231,Friday,March,2000,2000-Mar,17,77,11,2000-W11,2000-03-12,11,2000-W11,2000-03-13,Non-Holiday,Weekday,2000-Q1,77
7017,2000-03-18,7017,231,Saturday,March,2000,2000-Mar,18,78,11,2000-W11,2000-03-12,11,2000-W11,2000-03-13,Non-Holiday,Weekend,2000-Q1,77
7018,2000-03-19,7018,231,Sunday,March,2000,2000-Mar,19,79,12,2000-W12,2000-03-19,11,2000-W11,2000-03-13,Non-Holiday,Weekend,2000-Q1,77
7019,2000-03-20,7019,231,Monday,March,2000,2000-Mar,20,80,12,2000-W12,2000-03-19,12,2000-W12,2000-03-20,Non-Holiday,Weekday,2000-Q1,77
7020,2000-03-21,7020,231,Tuesday,March,2000,2000-Mar,21,81,12,2000-W12,2000-03-19,12,2000-W12,2000-03-20,Non-Holiday,Weekday,2000-Q1,77
7021,2000-03-22,7021,231,Wednesday,March,2000,2000-Mar,22,82,12,2000-W12,2000-03-19,12,2000-W12,2000-03-20,Non-Holiday,Weekday,2000-Q1,77
7022,2000-03-23,7022,231,Thursday,March,2000,2000-Mar,23,83,12,2000-W12,2000-03-19,12,2000-W12,2000-03-20,Non-Holiday,Weekday,2000-Q1,77
7023,2000-03-24,7023,231,Friday,March,2000,2000-Mar,24,84,12,2000-W12,2000-03-19,12,2000-W12,2000-03-20,Non-Holiday,Weekday,2000-Q1,77
7024,2000-03-25,7024,231,Saturday,March,2000,2000-Mar,25,85,12,2000-W12,2000-03-19,12,2000-W12,2000-03-20,Non-Holiday,Weekend,2000-Q1,77
7025,2000-03-26,7025,231,Sunday,March,2000,2000-Mar,26,86,13,2000-W13,2000-03-26,12,2000-W12,2000-03-20,Non-Holiday,Weekend,2000-Q1,77
7026,2000-03-27,7026,231,Monday,March,2000,2000-Mar,27,87,13,2000-W13,2000-03-26,13,2000-W13,2000-03-27,Non-Holiday,Weekday,2000-Q1,77
7027,2000-03-28,7027,231,Tuesday,March,2000,2000-Mar,28,88,13,2000-W13,2000-03-26,13,2000-W13,2000-03-27,Non-Holiday,Weekday,2000-Q1,77
7028,2000-03-29,7028,231,Wednesday,March,2000,2000-Mar,29,89,13,2000-W13,2000-03-26,13,2000-W13,2000-03-27,Non-Holiday,Weekday,2000-Q1,77
7029,2000-03-30,7029,231,Thursday,March,2000,2000-Mar,30,90,13,2000-W13,2000-03-26,13,2000-W13,2000-03-27,Non-Holiday,Weekday,2000-Q1,77
7030,2000-03-31,7030,231,Friday,March,2000,2000-Mar,31,91,13,2000-W13,2000-03-26,13,2000-W13,2000-03-27,Non-Holiday,Weekday,2000-Q1,77
7031,2000-04-01,7031,232,Saturday,April,2000,2000-Apr,1,92,13,2000-W13,2000-03-26,13,2000-W13,2000-03-27,Non-Holiday,Weekend,2000-Q2,78
7032,2000-04-02,7032,232,Sunday,April,2000,2000-Apr,2,93,14,2000-W14,2000-04-02,13,2000-W13,2000-03-27,Non-Holiday,Weekend,2000-Q2,78
7033,2000-04-03,7033,232,Monday,April,2000,2000-Apr,3,94,14,2000-W14,2000-04-02,14,2000-W14,2000-04-03,Non-Holiday,Weekday,2000-Q2,78
7034,2000-04-04,7034,232,Tuesday,April,2000,2000-Apr,4,95,14,2000-W14,2000-04-02,14,2000-W14,2000-04-03,Non-Holiday,Weekday,2000-Q2,78
7035,2000-04-05,7035,232,Wednesday,April,2000,2000-Apr,5,96,14,2000-W14,2000-04-02,14,2000-W14,2000-04-03,Non-Holiday,Weekday,2000-Q2,78
7036,2000-04-06,7036,232,Thursday,April,2000,2000-Apr,6,97,14,2000-W14,2000-04-02,14,2000-W14,2000-04-03,Non-Holiday,Weekday,2000-Q2,78
7037,2000-04-07,7037,232,Friday,April,2000,2000-Apr,7,98,14,2000-W14,2000-04-02,14,2000-W14,2000-04-03,Non-Holiday,Weekday,2000-Q2,78
7038,2000-04-08,7038,232,Saturday,April,2000,2000-Apr,8,99,14,2000-W14,2000-04-02,14,2000-W14,2000-04-03,Non-Holiday,Weekend,2000-Q2,78
7039,2000-04-09,7039,232,Sunday,April,2000,2000-Apr,9,100,15,2000-W15,2000-04-09,14,2000-W14,2000-04-03,Non-Holiday,Weekend,2000-Q2,78
7040,2000-04-10,7040,232,Monday,April,2000,2000-Apr,10,101,15,2000-W15,2000-04-09,15,2000-W15,2000-04-10,Non-Holiday,Weekday,2000-Q2,78
7041,2000-04-11,7041,232,Tuesday,April,2000,2000-Apr,11,102,15,2000-W15,2000-04-09,15,2000-W15,2000-04-10,Non-Holiday,Weekday,2000-Q2,78
7042,2000-04-12,7042,232,Wednesday,April,2000,2000-Apr,12,103,15,2000-W15,2000-04-09,15,2000-W15,2000-04-10,Non-Holiday,Weekday,2000-Q2,78
7043,2000-04-13,7043,232,Thursday,April,2000,2000-Apr,13,104,15,2000-W15,2000-04-09,15,2000-W15,2000-04-10,Non-Holiday,Weekday,2000-Q2,78
7044,2000-04-14,7044,232,Friday,April,2000,2000-Apr,14,105,15,2000-W15,2000-04-09,15,2000-W15,2000-04-10,Non-Holiday,Weekday,2000-Q2,78
7045,2000-04-15,7045,232,Saturday,April,2000,2000-Apr,15,106,15,2000-W15,2000-04-09,15,2000-W15,2000-04-10,Non-Holiday,Weekend,2000-Q2,78
7046,2000-04-16,7046,232,Sunday,April,2000,2000-Apr,16,107,16,2000-W16,2000-04-16,15,2000-W15,2000-04-10,Non-Holiday,Weekend,2000-Q2,78
7047,2000-04-17,7047,232,Monday,April,2000,2000-Apr,17,108,16,2000-W16,2000-04-16,16,2000-W16,2000-04-17,Non-Holiday,Weekday,2000-Q2,78
7048,2000-04-18,7048,232,Tuesday,April,2000,2000-Apr,18,109,16,2000-W16,2000-04-16,16,2000-W16,2000-04-17,Non-Holiday,Weekday,2000-Q2,78
7049,2000-04-19,7049,232,Wednesday,April,2000,2000-Apr,19,110,16,2000-W16,2000-04-16,16,2000-W16,2000-04-17,Non-Holiday,Weekday,2000-Q2,78
7050,2000-04-20,7050,232,Thursday,April,2000,2000-Apr,20,111,16,2000-W16,2000-04-16,16,2000-W16,2000-04-17,Non-Holiday,Weekday,2000-Q2,78
7051,2000-04-21,7051,232,Friday,April,2000,2000-Apr,21,112,16,2000-W16,2000-04-16,16,2000-W16,2000-04-17,Non-Holiday,Weekday,2000-Q2,78
7052,2000-04-22,7052,232,Saturday,April,2000,2000-Apr,22,113,16,2000-W16,2000-04-16,16,2000-W16,2000-04-17,Non-Holiday,Weekend,2000-Q2,78
7053,2000-04-23,7053,232,Sunday,April,2000,2000-Apr,23,114,17,2000-W17,2000-04-23,16,2000-W16,2000-04-17,Non-Holiday,Weekend,2000-Q2,78
